pool,name,dex,base_id,quote_id,subject_id,subject_cap,bucket,reason,h24,vol_30d
0xb775272e537cc670c65dc852908ad47015244eaf,"WETH / USDC 0.05%",pancakeswap-v3-base,weth,usd-coin,,,above,both_quote,3818270,80128558
0xb07d7eece8866e549601af5c7622d8cdbedc914e,"EURC / cbBTC 0.05%",aerodrome-slipstream,euro-coin,coinbase-wrapped-btc,,,above,both_quote,3621301,24167793
0x8c7080564b5a792a33ef2fd473fba6364d5495e5,"cbBTC / WETH 0.3%",uniswap-v3-base,coinbase-wrapped-btc,weth,,,above,both_quote,3533515,63385480
0x4e506648d493c8870f55e870480f92f2f33ece51,"AERO / WETH 0.3%",aerodrome-slipstream-3,aerodrome-finance,weth,aerodrome-finance,588187647,above,single_subject:cg_mcap,3494096,98803671
0xf79478d5a6bae4546f7e489e80b2fc690b558944,"Basecat / WETH 1%",uniswap-v3-base,basecat,weth,basecat,23911461,below,single_subject:cg_mcap,3465182,82534731
0x0bf58fe0fac935ac69595c19b12ba0d75e3f8c0e,"SPCXc / USDC 0.01%",aerodrome-slipstream-3,,usd-coin,SPCXc,,unknown,not_on_coingecko,3315185,13772424
0x469337fdcc5e8f38e2e4b670b04f57865d13a7bb,"TSLAc / USDC 0.017%",aerodrome-slipstream-3,,usd-coin,TSLAc,,unknown,not_on_coingecko,3085630,6021788
0x8a8e4170c09074b109352190d47e54d7c1f61e4e,"PROS / USDC 0.01%",aerodrome-slipstream-3,wrapped-pros,usd-coin,wrapped-pros,2081514,below,single_subject:cg_mcap,2947771,35008994
0xe070797535b13431808f8fc81fdbe7b41362960ed0b55bc2b6117c49c51b7eb9,"ETH / USDC 0.3%",uniswap-v4-base,ethereum,usd-coin,,,above,both_quote,2754292,35648589
0x7103eb3c9590d1281f7dc03b2a9ee27c39df5d54,"MSFTc / USDC 0.025%",aerodrome-slipstream-3,,usd-coin,MSFTc,,unknown,not_on_coingecko,2664960,6172638
0x9ab7730b09ebd9ff2df70f06339bd289a1680a46,"USDT / USDC",solidly-v3-base,l2-standard-bridged-usdt-base,usd-coin,l2-standard-bridged-usdt-base,25685207,below,single_subject:cg_mcap,2460237,16810763
0x8c86e46defb25d481f6d85aeb4c4aa30fda06e5c330afb0803f5d42cda65069c,"STONKFLY / WETH 0.01%",uniswap-v4-base,,weth,STONKFLY,449557,below,single_subject:gt_fdv,2459914,1380750
0xbc3231036ee1eca03e5f67fecedc640d21610823,"DIEM / USDC 0.05%",aerodrome-slipstream,diem,usd-coin,diem,69649404,below,single_subject:cg_mcap,2459899,13295713
0x22906596bd81f53f01d700ddbdb3935bac2e1446,"Basecat / USDC 0.3%",uniswap-v3-base,basecat,usd-coin,basecat,23911461,below,single_subject:cg_mcap,2409529,23774227
0x4e392fbfe4d0557c82d2f97f02ec39daa31516dd,"WETH / USDC 0.008%",aerodrome-slipstream-3,weth,usd-coin,,,above,both_quote,2397395,80003025
0x215b2146c3164aba3f5b18e8619b737c7f7dd11e5ba693646dcd9a336c5a30ba,"Basecat / ETH",o1-launchpad,basecat,ethereum,basecat,23911461,below,single_subject:cg_mcap,2376217,95714999
0x6e06f3be6fcf02500f8aa005acacbc63043195b80995a0999ecc44605ad09949,"STONKFLY / WETH 0.01%",uniswap-v4-base,,weth,STONKFLY,220015,below,single_subject:gt_fdv,2190678,2505950
0xd03bc8c7f2faedce2aac81bf0444aea08ea06e9b,"AMZNc / USDC 0.001%",aerodrome-slipstream-3,,usd-coin,AMZNc,,unknown,not_on_coingecko,2334424,8920084
0x7692acc1cdd771d09ebcae3663e1843b2911bec7,"STONKEX / WETH 1%",uniswap-v3-base,the-stonks-exchange,weth,the-stonks-exchange,15412157,below,single_subject:cg_mcap,2306902,29804099
0xc5e51044eb7318950b1afb044fccfb25782c48c1,"EURC / USDC 0.01%",aerodrome-slipstream,euro-coin,usd-coin,,,above,both_quote,2298155,53704895
0xb5f0b4ae66c14f7efaa9aa1468e8fc536a3e288c,"MORPHO / WETH 0.3%",aerodrome-slipstream,morpho,weth,morpho,1634820680,above,single_subject:cg_mcap,2294768,59066358
0x9d14ff91ae2c6e3d1a760542248b6c7f206894b0,"cbBTC / USDC 0.021%",aerodrome-slipstream-3,coinbase-wrapped-btc,usd-coin,,,above,both_quote,2283372,54797471
0xb1383dc47d9971fc999c3a9088f79e744b376e97,"cbETH / WETH 0.05%",hydrex-integral,coinbase-wrapped-staked-eth,weth,,,above,both_quote,2261363,52969836
0xe8982b309a8de6f343dcf7eb72d015ff7f3af988bf7926dba93be4c25d306734,"Stocklana / WETH 0.01%",uniswap-v4-base,,weth,Stocklana,69138,below,single_subject:gt_fdv,2259492,740331
0x39b151e2b6a6906201380fe7f82043ede5552a960b3e28008b912b04ac29cd88,"FLYBRAIN / WETH 0.01%",uniswap-v4-base,,weth,FLYBRAIN,865849,below,single_subject:gt_fdv,2224350,0
0xc2fd403c4f3e0c186d5f23e85ce3f973c64aa3676a825fc376a6e92015011d19,"DONUT / WETH 0.01%",uniswap-v4-base,,weth,DONUT,53993,below,single_subject:gt_fdv,2220527,1818149
